Area,Activity Name,Activity Descreption,Label,Sub Area,Industries to which it applies,Audit Type,Entities,Task Name,Estimated Hours,Auditing Standard,IAS,Process Note,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Are significant events and transaction between the two reporting dates ( in case there is difference between reporting dates of parent subsidiaries) adjusted in consolidated financial statements?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Accouting Policies are uniform for all entities for which accounts are consolidated,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,if Accounting Policies are different the fact should be disclosed together with proportions of items in the CFS to which the different accounting policies applied,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Is goodwill arising on CFS amortised in Statement of Profit and Loss?  ,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,if Goodwill is not Amortized  is impairment test thereof carried out at each balance sheet date,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"When consolidated financial statements are presented first time, has the enterprise not presented comparative figures of previous period ?",,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Has the client ensured the Tax Expenses are not Netted off but has to be agreegated,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclosure of Minority Interest in the consolidated balance sheet, separately from liabilities and the equity of the parent's shareholders?",,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Review following for computing CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Disclosure of Minority Interest in the in the consolidated profit and loss account as a separate line item?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Has the enterprise ensured that only material items are disclosed and that statutory information having no bearing on the true and fair view are not included in the consolidated financial statements,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Reasons for not consolidating a Subsidiary in FS,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Non use of uniform accounting policies and the proportions of items in CFS to which the different accounting policies have been applied?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,List of all subsidiaries with name?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Country of incorporation?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Proportion of ownership interest?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Nature of relationship between the parent and subsidiary, if the parent does not own directly or indirectly through subsidiaries more than one half of the voting power of the subsidiary?",,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,The effect on financial position at the reporting date and the results for the reporting period and on the corresponding preceding period in case of disposal of subsidiary?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,The effect on the financial position at the reporting date in case of acquisition of subsidiary?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,The name of subsidiary(ies) of which reporting date is/are different from that of the parent and the difference in reporting dates?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Whether the notes involving material items and   which are necessary for presenting a true and fair view of the consolidated financial statements are included in the consolidated financial statements as per ASI 15?,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Whether the venturer's share in the post-acquisition reserves of the jointly controlled entity has been shown separately under the  reserves in the consolidated financial  statements while applying proportionate ,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Disclosure in CFS,Guidelines for Consolidation of Financial Statement,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Parent's share in the post-acquisition  reserves  of a subsidiary need not be separately disclosed in the consolidated financial statements.,,AS - 21 - Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Applicability,Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Only Listed Companies are required to Prepare and Present Consolidated Financial Statement as per AS -21,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Areas of Review with respect to Investments of the Enterprise,Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Has the enterprise worked out goodwill/capital reserve arising at the time of acquisition?,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Areas of Review with respect to Investments of the Enterprise,Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Is the carrying amount of the investment in associate increased or decreased to recognise investor’s share of the profit or losses of the associate after the acquisition?,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Areas of Review with respect to Investments of the Enterprise,Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Are the unrealised profits resulting from transactions between the investor and its subsidiaries with associate eliminated to the extent of investor’s interest in the associate?,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,Areas of Review with respect to Investments of the Enterprise,Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Is investment in associate acquired and held exclusively with a view to its subsequent disposal in near future? Or Does the associate operate under severe long-term restrictions that significantly impair its ability to transfer funds to the investor the Investments in Associates needs to Accounted as per AS-13,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"If an investment in an associate has not been  accounted for in consolidated financial statements under equity method where permitted under AS 23, whether the reasons for not applying the equity method in accounting for investments in  associate  have been disclosed in financial statements?",,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Goodwill/Capital Reserve arising on acqusition of Associate is disclosed seperately in the Financial Statements,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Whether an appropriate listing and description of associates including the proportion of ownership interest and, if different, the proportion of voting power held has been disclosed in the consolidated financial statements?",,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Whether investments in associates accounted for using the equity method have been classified as long-term investments and disclosed  separately in the consolidated balance sheet?,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Whether the investor's share of the profits or losses of such investment  has been disclosed separately in the consolidated statement of profits and loss?,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Whether the investor's share of any extraordinary or prior period items has also been separately disclosed?,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Whether the name(s) of the associate(s) of which  reporting date(s) is/are different from that of the financial statements of an investor and the differences in reporting  dates have been disclosed in the consolidated financial statements?,,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,"Disclosure of Investmetns in Financial Statements
",Accouting for Investments in Associates in CFS,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"In case of associates using accounting policies other than those adopted for the consolidated financial statements for like transactions and events in similar circumstances and where it is not practicable to make appropriate adjustments to  the associate's financial statements, whether the fact has been disclosed along with a brief description of the differences in the accounting policies?",,AS - 23 - Accounting for Investments in Associates in  Consolidated Financial Statements,,,,,
ICAI AS and Guidance Notes,What Event Constitues Discontinutation of Operation,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Has Enterprise taken decesion to  decesion to Sell off substantially in its entirety/Sell off in Piecemeal/Termination by abandonment a component of the enterprise that represents a separate major line of business or geographical area of operations and that can be distinguished operationally and for financial reporting purposes.The disclosure is continued in the financial statements for periods up to and including the period in which the discontinuance is completed?,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,What to review wrt to a Discontinuation of Operations event,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Enterprise has entered into a binding sale agreement for sale of the assets attributable to the discontinuing operations.The disclosure is continued in the financial statements for periods up to and including the period in which the discontinuance is completed.,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,What to review wrt to a Discontinuation of Operations event,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Enterprise’s board of directors approved a detailed formal plan for the discontinuance and made an announcement of the plan.The disclosure is continued in the financial statements for periods up to and including the period in which the discontinuance is completed.,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,What to review wrt to a Discontinuation of Operations event,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Has the enterprise measured the changes in the assets and liabilities and revenue expenses relating to discontinuing operation as set out in other accounting standards mainly impairment of assets.The disclosure is continued in the financial statements for periods up to and including the period in which the discontinuance is completed.,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,What to review wrt to a Discontinuation of Operations event,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Are prior period figures restated to segregate assets, liabilities, revenue, expenses and cash flow of continuing and discontinuing operations as disclosed in current year?",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,The Disclosure is made in financial statements beginning with the financial statements for the period in which  the  initial disclosure event (as defined in paragraph 15 of AS 24) occurs.,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Disclosure has been made for - description of the discontinuing operation? (Disclose in Note to FS),,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"the business or geographical segment(s) in which it is reported as per AS 17, Segment Reporting?",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Disclosure has been made for- the date and nature of the initial  disclosure event?,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Disclosure has been made for- the date or period in which the  discontinuance is expected to be completed if known or determinable?,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclosure has been made for- the carrying amounts, as of   the   balance sheet date, of the  total  assets  to  be  disposed  of  and  the total liabilities to be settled?",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Disclosure has been made for- the amounts of revenue and expenses in respect of the ordinary activities attributable to  the discontinuing operation during the current financial reporting period? (Disclose in Note to FS),,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclosure has been made for- the amount of pre-tax profit or loss  from  ordinary activities attributable to the discontinuing operation during the current financial reporting period, and  the  income tax expense (as defined  in AS 22, 'Accounting for Taxes on Income') related thereto? ( disclosed in P&L Account)",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Disclosure has been made for- the  amounts  of  net  cash  flows  attributable to  the operating,  investing,  and  financing  activities  of  the current financial reporting period? (Disclose in Note to FS)",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Disclosure for Discontinued Operations in Financial Statements,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,If an initial disclosure event occurs between  the balance sheet date and the date on which the financial statements are approved by the board of directors in case of a company or by the corresponding   approving ,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,for any gain or loss that is  recognised on the disposal of assets or settlement of liabilities attributable to the discontinuing operation the amount of pre-tax gain or loss and income tax expenses relating to gain or loss is  Disclosed in Profit & Loss Statement,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"the net selling price or range of prices (which is after deducting   expected disposal costs) of those   net assets for which the enterprise has entered into one or   more binding sale agreements,   the expected timing of receipt of those cash flows and the carrying amount of those net assets on the balance  sheet datei s  DIsclosed in Notes to financial statements",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"If some of the assets attributable to a  discontinuing operation have actually been sold or are the subject of one or more binding sale  agreements  entered  into  between the balance sheet date and the   date on which the financial statements are approved by the board of directors in case of a company or by  the corresponding approving authority in the   case of any other enterprise, whether  the  disclosures  as  required by AS 4, 'Contingencies and Events Occurring After the Balance Sheet Date', have been made?",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Whether the enterprise has included, in its financial statements, for periods subsequent to the one in which the initial disclosure event occurs a description of any significant  changes in the amount or timing of cash flows relating to the assets to be disposed or liabilities to be settled and  the events causing those changes?",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"A discontinuance is completed when the planis substantially   completed   or   abandoned, through full payments from the buyers may not have been received.Assess the closure date and accordingly assess disclosure requirement",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Whether the disclosures required by AS 24 have been presented separately for each discontinuing operation?,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Whether comparative information for prior   periods that is presented in financial   statements prepared after the initial disclosure event has been restated to segregate assets, liabilities, revenues, expenses and operations",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"Whether disclosures in an interim  financial   report in respect of a discontinuing operation   has been made in accordance with  AS  25,  'Interim  Financial  Reporting', including any significant activities or events since the end of the most recent  annual  reporting  period  relating  to  a discontinuing operation and any significant changes in the amount  or timing of cash flows relating to  the  assets to be disposed or liabilities to be settled",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,"Recognition in books on sale of Assets for discontinued operations
",Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"If some of the assets attributable to a  discontinuing operation have actually been sold or are the subject of one or more  binding sale  agreements  entered  into  between the balance sheet date and  the date on which the inancial statements are approved by the board of directors in case  of  a  company  or  by  the corresponding   approving authority in the case of any other enterprise,  whether  the  disclosures  as  required by AS 4,'Contingencies and Events  Occurring After the Balance Sheet Date', have been made",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Withdrawal of Discontnuing Plan,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,"If an enterprise abandons or withdraws from  a plan that was previously reported as a discontinuing   operation, whether that fact, reasons therefore and its effect have been disclosed?",,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Withdrawal of Discontnuing Plan,Accounting and Disclosure of Discontinued Operations,Regulatory,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,Level I Enterprise,Review  disclosure of the effect includes reversal of any prior impairment loss or provision that was recognised with respect to the discontinuing operation.,,AS - 24 - Discontinuing Operations,,,,,
ICAI AS and Guidance Notes,Assessment Disclosure and Adjustments for events ocurring after Balance sheet date,Events Occuring after Balance Sheet Date,Off Balance sheet,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Have you inquired about events occurring after balance sheet date? ,,AS - 4 - Contingencies and Events Occurring After the Balance Sheet Date,,,,,
ICAI AS and Guidance Notes,Assessment Disclosure and Adjustments for events ocurring after Balance sheet date,Events Occuring after Balance Sheet Date,Off Balance sheet,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","Are any adjustments required to be made in accounts, relating thereto? ",,AS - 4 - Contingencies and Events Occurring After the Balance Sheet Date,,,,,
ICAI AS and Guidance Notes,Assessment Disclosure and Adjustments for events ocurring after Balance sheet date,Events Occuring after Balance Sheet Date,Off Balance sheet,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","If not made, whether disclosed with quantification?",,AS - 4 - Contingencies and Events Occurring After the Balance Sheet Date,,,,,
ICAI AS and Guidance Notes,Assessment Disclosure and Adjustments for events ocurring after Balance sheet date,Events Occuring after Balance Sheet Date,Off Balance sheet,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","Also Note the following :As per an Announcement of the Institute, impairment of assets not covered by other accounting standards is covered by AS 4.For example, provision for bad and doubtful debts. However, there is no specific disclosure requirement under AS 4 for such provisions. Other provisions are covered by AS 29, 'Provisions, Contingent Liabilities and Contingent Assets'. As regards events after the balance sheet, there is no specific disclosure requirement in the financial statements under AS 4.
",,AS - 4 - Contingencies and Events Occurring After the Balance Sheet Date,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets Taken on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is the leased asset recognised as asset equal to the fair value? ,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets Taken on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","If the fair value exceeds the present value of the minimum lease payments, is the asset recorded at the present value of the minimum lease payments?",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets Taken on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise","Is discount rate in calculating the present value of minimum lease payments  taken as Interest rate implicit in the lease,if this is not feasible then at lessee’s incremental borrowing rate",,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets Taken on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Are lease payments apportioned between finance charge and the reduction of the outstanding liability?  ,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets Taken on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is depreciation provided at the rate for which own assets are depreciated? ,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets given on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is the amount shown as a receivable equal to the net investment in the lease?,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets given on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is the lease rental apportioned between finance income and reduction of the outstanding receivable? ,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets given on Finance Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",In case Commission and Legal Income are incurred the same is written off immediatley or  allocated over period of finance lease,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets Taken on Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is the lease payment expensed in the Profit & Loss statement on a straight line basis or on a systematic basis more representative of the time pattern of the user’s benefit,,  AS - 19 – Leases,,,,,
ICAI AS and Guidance Notes,Recognition and Disclosure of Assets given  on Operating Lease,Accounting and Disclosure of Assets given/taken on Lease,Assets,Accounting Standards,Generic Tasks Applicable to all Industries,Statutory Audit,"Level I, Level II and Level III Enterprise",Is the asset shown as Fixed Asset?,,  AS - 19 – Leases,,,,,
